id,text,label
337,在一边讨好，一边问别人凭什么,捧场
338,前途一片阴暗 好凉快,捧场
339,人生一波三折 好便宜,捧场
340,生活千疮百孔 好透气,捧场
341,前途一片黑暗 睡觉了,捧场
342,黄磊 你给我炒点豆角吧 我不想活了,捧场
343,忘不了前任你就起来背背单词 别浪费了这么 好的记忆力,捧场
344,她单身你不冲她脱单你听反方向的钟,捧场
345,真是面条专挑细处断命运戏弄大馋猪,捧场
346,生活真是爱恨交织围巾 痛不欲生煎包 悲喜交加煎蛋心乱如麻婆豆腐 泪如雨下面条 心如止水煮肉片 漏网之鱼香肉丝 一败涂地三鲜啊,捧场
347,话到嘴边又咽了下去 每天以此获得饱腹感 其实退一万步来说的话 退一万步有点累,捧场
348,老天爷赏我的饭怎么是黄磊做的,捧场
349,人不犯我，我不犯人，人若犯我，我呵呵傻笑假装没听懂然后镇定离开，回家后蒙头大哭一场，再颤颤巍巍点开微信朋友圈开始编辑骂人,捧场
350,老公，回来吧，我老哭，孩子哄不好我，衣服已经热好了，饭菜也拿去晾了 宝宝刚遛完，狗在家里写作业,捧场
351,要金主的私聊 每天在王者荣耀里送你五金币,捧场
352,太喜欢熬夜了有一种和阁王单挑的感觉,捧场
353,你记住，无论发生什么困难，屁股永远都在 你的身后,捧场
354,今晚挤好牙膏 明天能多睡三秒,捧场
355,这是微信 不能全信,捧场
356,说爱我 让我听听鬼话,捧场
357,头晕晕的 感觉缺点维生素RMB,捧场
358,养的最成熟的多肉就是自己,捧场
359,去栓Q吧 去栓那些不被定义的Q,捧场
360,拖延症：发个photo00000o,捧场
361,那咋了 拼夕夕说我是最幸运的人,捧场
362,社交都是你来我往好吗 我一直往往往往往往,捧场
363,你怎么发自拍也不打个招呼？我刚打开朋友圈还没有做好心理准备 就这么大一个美女跳出来 这合适吗？下次注意。,捧场
364,你好美，太平洋是我为你流的口水。,捧场
365,好美。（这句话虽然只有短短的两个字，却透露出一丝高冷与漫不经心的从容，与本人放荡不羁的身影相得益彰，结尾的句号礼貌又不失疏离感恰如其分地显示了本人高贵而优雅的气质。),捧场
366,我抓着手机捂住嘴盘腿坐在寺庙边哭的泪流满面，住持出来问我为什么哭，我说住持我看到了神仙，住持问什么神仙，我把手机举给他看，住持看完念阿弥陀佛！直呼此乃真神也！手机被供到了大雄宝殿，我没了手机哭的更加伤心欲绝，问我是不是手机被抢才哭，我说funny mud pee！我是因为看不到神图了才哭！,捧场
367,笑死，这样也敢发出来，就不怕我原地跳高36000000度大旋转手捧999朵玫瑰嘴叼DR钻戒向你求婚？,捧场
368,刚说服自己属于氛围感帅哥，又被镜子打回原形,捧场
369,这位仙子，偷星星的时候顺带偷走我的魂了吧,捧场
370,OMG弟弟，知道为什么今晚月亮特别圆吗？因为你的圆脑壳在发光啊！,捧场
371,救命！你是要攻略我这个南极在逃企鹅王子吗？存款八位数，会跳踢踏舞，懂星座，会写诗，生气时只会用肚皮滑行，目前正在南极洲研究如何用眼泪发电！,捧场
372,我根本没在看游戏直播，我只是在测试自己能否坚持不笑，一切尽在掌控，弹幕别拆穿我,捧场
373,蜜雪冰城都调不出这么甜的梨涡,捧场
374,看背影以为是校草，转过来发现是AI建模,捧场
375,他娘的人类美学奇迹,捧场
376,发张自拍，我立刻改微信头像,捧场
377,大家好，我是杨贵妃，刚穿越就看到这位公子，速速送荔枝来联姻,捧场
378,刚在超市称重，阿姨说我心里装着你超重了,捧场
379,建议把这张脸列入非物质文化遗产,捧场
380,姐妹快逃，这眼神能让人直接社保卡密码上交,捧场
381,刚学会骑自行车就遇见你，现在心在漂移,捧场
382,天气预报说今天有雨，原来是我的哈喇子,捧场
383,这位施主，老衲的禅心被你撞成碰碰车了,捧场
384,刚在动物园当饲养员，发现你是我的漏网之鱼,捧场
385,你别欺负我，改为：我将贷款起诉你.,有梗
386,你真勤快，改为：好样的，田螺小子.,有梗
387,不聊了，改为：先这样吧，手机没油了.,有梗
388,上班，改为：赚窝囊费.,有梗
389,好烦，改为：想变成章鱼，一下能扇8个.,有梗
390,快点回消息，改为：老公，你说句话呀.,有梗
391,拉屎，改为：释放一下内存.,有梗
392,哈哈哈哈，改为：你成功取悦到我了.,有梗
393,真损，改为：活阎王.,有梗
394,别发神经，改为：这已经不是一把糯米能解决的事儿了.,有梗
395,早上好，改为：爱我的一天可以开始了.,有梗
396,拉肚子，改为：菊部有雨并伴有大风.,有梗
397,讨厌，改为：路过吐一口.,有梗
398,在干嘛，改为：在家剥落生呢，大娘？.,有梗
399,好眼光，改为：算你有品.,有梗
400,你真土，改为：难登大雅之堂.,有梗
401,能不能别叭叭了，改为：听不懂退朝.,有梗
402,多谢帮忙，改为：也算没白疼你一场.,有梗
403,没钱，改为：缺点维生素RMB.,有梗
404,你太热情了，改为：好浓烈的活人气息.,有梗
405,Ta刚加上你：记得吗我们从小就不认识,有梗
406,Ta说累死了：不许死 看120s广告复活你,有梗
407,Ta缺德时：你政治课考几分,有梗
408,Ta发癫：谁同意你出院的,有梗
409,Ta贩剑：死罪 下一位,有梗
410,Ta问在干嘛：不处哈,有梗
411,Ta说不开心：说出来让我开心开心,有梗
412,Ta让你无语时：活爹,有梗
413,Ta分享奇闻：人类好可怕,有梗
414,Ta说天塌了：正好当棺材板用,有梗
415,Ta说醒了：在报备吗好暧昧,有梗
416,Ta人机时：聊缩力拉满,有梗
417,Ta说你嘴毒：小时候喝的三鹿,有梗
418,Ta说你脾气大：那你去找个漏气的,有梗
419,Ta用26键：我用9键你比我键多了,有梗
420,Ta半夜上厕所：企业家,有梗
421,Ta讲道理：听不懂 退朝,有梗
422,Ta发动态：求断更,有梗
423,Ta说你没素质：可能和我的家教有关吧,有梗
424,Ta问谈过几个：弹什么 弹棉花吗,有梗
425,Ta高冷：电子老人,有梗
426,Ta emo：加油 猴儿有泪不轻弹,有梗
427,Ta分享美好：淡斑精华,有梗
428,Ta攻击我：我是尸体你让让我,有梗
429,出来玩什么最重要 当然是出来,有梗
430,摆烂23小时59分55秒 愧疚 5秒,有梗
431,头晕乎乎的 感觉缺点维生素 RMB,有梗
432,脖子好痒 感觉缺个绳子,有梗
433,纯爱已经满足不了我了，我需要纯金,有梗
434,好烦 这个世界能不能把我删了,有梗
435,1-100岁正是怨气大的年纪,有梗
436,生命没有败笔 但有撒笔,有梗
437,算了=（3000字的怨气没发出来）,有梗
438,爱来爱去的 上两天班就老实了,有梗
439,稍微一幸福点 就觉得肯定有诈,有梗
440,高中你还有名字 大学你只是个学号,有梗
441,没出息没关系 有气息就已经很棒了,有梗
442,经济独立 家里给点就给点 不给就要点,有梗
443,就这样吧 手机没油了,有梗
444,巴掌 更适合中国宝宝体质的鼓励,有梗
445,大家好我是蒙娜。学不进去想自莎,有梗
446,想要天降女友的有福了姐要跳楼了,有梗
447,变瘦和变美之间选择了变态,有梗
448,你不是i人也不是e人你是b人,有梗
449,抛个硬币如果黏在天花板上就不吃宵夜了,有梗
450,定要长得好看吗长得好笑不行吗,有梗
451,你算哪只小猪在这里嘟嘟嘟,有梗
452,泪水打湿小麻将再也不上你的当,有梗
453,Ta说累死了：不许死 我看120s广告复活你,有梗
454,Ta刚加上你：还记得我吗我们从小就不认识,有梗
455,Ta说委屈想哭：你的眼泪是我的兴奋剂,有梗
456,Ta骂得很脏时：背着我偷偷学习了出口成脏,有梗
457,Ta说去洗澡：洗吧，我帮你把风,有梗
458,Ta说天塌了：正好当棺材板用,有梗
459,Ta说要临时抱佛脚：你这该死的恋足癖,有梗
460,Ta说要死了：看看遗照,有梗
461,Ta说怎么不回：只顾着想你忘记回你了,有梗
462,Ta勤快时：好样的田螺小子,有梗
463,Ta送礼物：救命好喜欢,有梗
464,Ta：这么高冷给朕冻感冒了刷你医保调戏,有梗
465,Ta：把你宝宝删了我要当你宝宝,有梗
466,你的知识盲区：据我所知我一无所知,有梗
467,Ta吃醋：大馋小子醋也不放过,有梗
468,Ta不回wx：怎么只找她聊，我家猫也会后空翻,有梗
469,Ta说6：你还搁这说6呢 隔壁孩子都学到7了,有梗
470,Ta嘴毒：求刻薄教程,有梗
471,Ta说睡醒了：太好了 恭喜你又活一天,有梗
472,Ta说想你了：我也犯男人瘾了,有梗
473,Ta爆金币：霸道总裁请指示,有梗
474,Ta走反了：没事地球是圆的,有梗
475,Ta说躺床上了：我也躺了 没看见你,有梗
476,Ta问你怎么知道：我们意念合一,有梗
477,Ta说去洗澡了：咋了跟我聊天很脏吗 55,有梗
478,Ta说话好听：肯为朕花心思就好,有梗
479,Ta不聪明时：好蠢想改嫁了,有梗
480,Ta分享日落：已阅我也想你,有梗
481,Ta发恶心的话：有时候识字也挺无助的,有梗
482,Ta得寸进尺：这是另外的价钱,有梗
483,Ta说在打球：怎么不通知下你的头号粉丝,有梗
484,Ta说这也能说吗：20岁正是藏不住话的年纪,有梗
485,Ta等你回信息：强子 妈来了,有梗
486,Ta不小心睡着了：梦里到底有谁啊,有梗
487,Ta贩剑：死罪下一位,有梗
488,Ta地铁坐反了：没事地球是圆的,有梗
489,Ta 催你：你别急让我先急,有梗
490,Ta说笑死：好久没见少爷这么笑过了,有梗
491,Ta朋友圈没开：你在朋友圈贩 du吗 这么机密,有梗
492,Ta 吐槽女生：女人总有她的道理,有梗
493,Ta问是不是背后骂他了：我现在就骂,有梗
494,Ta说饿：果然帅不能当饭吃,有梗
495,你别欺负我，改为：我将贷款起诉你.,有梗
496,你真勤快，改为：好样的，田螺小子.,有梗
497,不聊了，改为：先这样吧，手机没油了.,有梗
498,上班，改为：赚窝囊费.,有梗
499,好烦，改为：想变成章鱼，一下能扇8个.,有梗
500,快点回消息，改为：老公，你说句话呀.,有梗
501,拉屎，改为：释放一下内存.,有梗
502,哈哈哈哈，改为：你成功取悦到我了.,有梗
503,真损，改为：活阎王.,有梗
504,别发神经，改为：这已经不是一把糯米能解决的事儿了.,有梗
505,早上好，改为：爱我的一天可以开始了.,有梗
506,拉肚子，改为：菊部有雨并伴有大风.,有梗
507,讨厌，改为：路过吐一口.,有梗
508,在干嘛，改为：在家剥落生呢，大娘？.,有梗
509,好眼光，改为：算你有品.,有梗
510,你真土，改为：难登大雅之堂.,有梗
511,能不能别叭叭了，改为：听不懂退朝.,有梗
512,多谢帮忙，改为：也算没白疼你一场.,有梗
513,没钱，改为：缺点维生素RMB.,有梗
514,你太热情了，改为：好浓烈的活人气息.,有梗
515,Ta说去洗澡了：咋了跟我聊天很脏吗 55,有梗
516,Ta说这也能说吗：20岁正是藏不住话的年纪,有梗
517,Ta不回wx：怎么只找她聊，我家猫也会后空翻,有梗
518,Ta问你怎么知道：我们意念合一,有梗
519,Ta嘴毒：求刻薄教程,有梗
520,Ta送礼物：救命好喜欢,有梗
521,Ta勤快时：好样的田螺小子,有梗
522,Ta说要死了：看看遗照,有梗
523,Ta不小心睡着了：梦里到底有谁啊,有梗
524,Ta发恶心的话：有时候识字也挺无助的,有梗
525,Ta等你回信息：强子 妈来了,有梗
526,Ta 催你：你别急让我先急,有梗
527,Ta朋友圈没开：你在朋友圈贩 du吗 这么机密,有梗
528,Ta说委屈想哭：你的眼泪是我的兴奋剂,有梗
529,Ta说去洗澡：洗吧，我帮你把风,有梗
530,Ta 吐槽女生：女人总有她的道理,有梗
531,Ta说累死了：不许死 我看120s广告复活你,有梗
532,Ta说在打球：怎么不通知下你的头号粉丝,有梗
533,Ta说躺床上了：我也躺了 没看见你,有梗
534,Ta刚加上你：还记得我吗我们从小就不认识,有梗
535,Ta说6：你还搁这说6呢 隔壁孩子都学到7了,有梗
536,Ta说睡醒了：太好了 恭喜你又活一天,有梗
537,Ta得寸进尺：这是另外的价钱,有梗
538,Ta骂得很脏时：背着我偷偷学习了出口成脏,有梗
539,Ta说想你了：我也犯男人瘾了,有梗
540,Ta说天塌了：正好当棺材板用,有梗
541,Ta画饼时：不吃了谢谢我减肥,有梗
542,Ta说饿：果然帅不能当饭吃,有梗
543,Ta说临时抱佛脚：你这该死的恋足癖,有梗
544,Ta说梦里见：不必我自有人选,有梗
545,Ta说怎么不回：只顾着想你忘记回你了,有梗
546,Ta走反了：没事地球是圆的,有梗
547,Ta说话好听：肯为朕花心思就好,有梗
548,Ta问是不是背后骂他了：我现在就骂,有梗
549,Ta说笑死：好久没见少爷这么笑过了,有梗
550,Ta说不聪明时：好蠢想改嫁了,有梗
551,Ta ：把你宝宝删了我要当你宝宝,有梗
552,Ta：这么高冷给朕冻感冒了刷你医保调戏,有梗
553,Ta分享日落：已阅我也想你,有梗
554,他问在干嘛：在你聊天框里站街,有梗
555,他说外卖难选：没有你喜欢的骑手吗？,有梗
556,他夸你：感谢榜一大哥的肯定，要是能刷个嘉年华就更好了,有梗
557,他倒反天罡：逆子，又欠调教了,有梗
558,他抱怨：不要抱怨，抱我,有梗
559,他说来抱抱：终于轮到我了吗？我排队排得脚都站麻了,有梗
560,他说不想说话：那给我唱首歌,有梗
561,他嘴硬：火化完嘴还在,有梗
562,他问有没有哪里不舒服：医生说缺点维生素RMB,有梗
563,他爹味浓：TD,有梗
564,他感冒了：疑似猪流感,有梗
565,他发烧：小沸物上线,有梗
566,他高冷：昨晚睡冰箱了？,有梗
567,他装可爱：奶瓶给你打掉,有梗
568,他问怎么又困了：为情所困,有梗
569,他很色：欲黄大帝,有梗
570,他发照片：太开门了,有梗
571,他说多喝热水：少说废话,有梗
572,他没回消息：我家猫也会后空翻,有梗
573,他表情包丑：自拍请撤回,有梗
574,他嘴硬：天塌下来有你的嘴顶着,有梗
575,他问你哪的：英雄不问出处，恋爱找我速度,有梗
576,他说忘了：确诊小年痴呆,有梗
577,他说偷了：骗我感情就算了，还偷我表情包,有梗
578,他说找你没事：天干物燥，kiss me now,有梗
579,他讲大道理：听不懂，想亲嘴,有梗
580,他说话不知道咋回：你换一句，这句我不会,有梗
581,他说话让人破防：成功拿下一套房，我的破防,有梗
582,他问为什么：可能和我的家教有关吧,有梗
583,我说洗完澡回来了：口口声声说爱我，洗澡却要躲着我,有梗
584,他问怎么还不睡：睡不着，想摸着你的良心睡觉,有梗
585,他问你生气了：勃然小怒一下，绝交5分钟，容你打个草稿，5分钟后哄我,有梗
586,他说要下厨：你不要害我,有梗
587,他说睡不着：真可怜，既睡不着人，还睡不着觉,有梗
588,他说你真狗：瞎说，我这叫犬系女孩,有梗
589,他说这外卖真难吃：加入仇人贡品名单,有梗
590,他说一个人睡害怕：那你半个人睡,有梗
591,他说怎么不回信息：爱你无需多言,有梗
592,他说不舒服：传太医，朕不许你死,有梗
593,他说怎么不回我：你等一下，给你排的晚班,有梗
594,他说我梦到你了：麻烦付一下出场费,有梗
595,他说今天接了个大单：是我的孤单吗？,有梗
596,他问你什么学历：研究生，研究男大学生,有梗
597,他说好冷啊：冷就对了，心里没我迟早得凉,有梗
598,“在吗？” → 出来挨夸！,有梗
599,“早上好” → 给朕醒！,有梗
600,“在干嘛？” → 速来禀报今日动态。,有梗
601,“吃了吗？” → 御膳房今日给你安排了什么？,有梗
602,“晚安” → 本宫电量已耗尽，自动关机。,有梗
603,“我出门了” → 勇士出征，凡人回避。,有梗
604,“我到家了” → 成功返回基地，over。,有梗
605,“忙完了” → 刚从冷宫被释放。 【工作学习篇】,有梗
606,“不想上班” → 有人篡位吗？今天这班朕上不了一点。,有梗
607,“要迟到了” → 我的坐驾今天限行（指双腿）。,有梗
608,“在开会” → 正在参演一场大型真人睡眠秀。,有梗
609,“马上交” → 已在键盘上安家。,有梗
610,“我没听懂” → 我的CPU烧了，能再讲一遍吗？,有梗
611,“发工资了” → 朝廷发饷了，速去谢恩！,有梗
612,“想摸鱼” → 申请进入冥想式工作状态。 【情感表达篇】,有梗
613,“我想你了” → 你在我脑子里跑了一天了，交点磨损费。,有梗
614,“你好烦” → 退！退！退！（吉祥物版）,有梗
615,“我生气了” → 已黑化，勿扰。,有梗
616,“爱你哦” → 已加入我的年度心动菜谱。,有梗
617,“对不起” → 小的知错了，求一个将功补过的机会。,有梗
618,“你最好啦” → 你就是我的互联网嘴替！,有梗
619,“别生气了” → 快消消气，你最美的样子必须存档。 【社交互动篇】,有梗
620,“求帮忙” → 召唤神龙，急！,有梗
621,“谢谢” → 磕一个，哐哐哐！,有梗
622,“没问题” → 妥妥的，把心放盆骨里。,有梗
623,“厉害啊” → 666，我直接单膝跪地。,有梗
624,“真的假的” → 我书读得少，你别骗我。,有梗
625,“没问题” → 请把“靠谱”打在公屏上。,有梗
626,“求点赞” → 是朋友就来“踩”我一下。,有梗
627,“恭喜啊” → 苟富贵，勿相忘！ 【自嘲状态篇】,有梗
628,“我没钱了” → 我和我的口袋一样干净。,有梗
629,“我胖了” → 我只是暂时性可爱膨胀。,有梗
630,“我好穷” → 我的经济状况，主打一个绿色环保。,有梗
631,“我累了” → 已切换为省电模式。,有梗
632,“我emo了” → 本宫今日玉玉了。,有梗
